sku,category,sub_category,brand,product_name,cost_price,mrp,launch_date,is_active
SKU009558,,Staples,Bluecrest,Bluecrest Staples Everyday 741,718.04,1802.07,2025-12-30,Y
SKU004714,Accessories,Belts & Wallets,Nimbus,Nimbus Belts & Wallets Max 886,355.55,821.8,2025-02-02,Y
SKU009068,Grocery,Beverages,Trailhead,Trailhead Beverages Max 929,442.85,635.78,2023-06-22,N
SKU001432,Furniture,Storage Units,Trailhead,Trailhead Storage Units Pro 753,342.05,792.42,2022-02-08,Y
SKU006869,Books,Children,Monsoon Lane,Monsoon Lane Children Lite 129,108.44,194.5,2025-06-03,Y
SKU011450,Furniture,Storage Units,Verdant,Verdant Storage Units Premium 972,537.66,900.46,2026-01-29,Y
SKU007711,Beauty,Fragrance,Rivet,Rivet Fragrance Signature 809,137.43,329.42,2025-07-06,Y
SKU007737,Furniture,Tables,Kite & Key,Kite & Key Tables Classic 838,194.13,303.43,2024-11-12,N
SKU004284,Home & Kitchen,Cookware,Steelwood,Steelwood Cookware Signature 855,4975.83,8263.39,2025-12-22,Y
SKU007532,Accessories,Eyewear,Urbanite,Urbanite Eyewear Max 664,458.32,954.76,2023-09-29,N
SKU009983,Toys,Soft Toys,Nimbus,Nimbus Soft Toys Classic 251,891.18,1556.09,2023-12-03,Y
SKU003385,,Bags,Palladio,Palladio Bags Lite 224,237.13,389.74,2024-02-17,Y
SKU011995,,Non Fiction,Orenda,Orenda Non Fiction Signature 837,546.26,1085.25,2024-12-01,Y
SKU010185,Beauty,Fragrance,Nimbus,Nimbus Fragrance Lite 872,774.65,1289.85,2024-04-25,Y
SKU010444,Electronics,Mobile Accessories,Nimbus,Nimbus Mobile Accessories Classic 236,226.3,495.14,2023-12-17,Y
SKU007463,Footwear,Casual Shoes,Ficus,Ficus Casual Shoes Pro 915,39.73,77.19,2025-06-26,Y
SKU003332,,Winter Wear,Palladio,Palladio Winter Wear Lite 919,711.97,1306.38,2025-02-11,Y
SKU011959,Furniture,Storage Units,Auralis,Auralis Storage Units Lite 919,101.39,229.46,2023-05-02,N
SKU006405,Apparel,Bottomwear,Copperfield,Copperfield Bottomwear Classic 650,938.66,1583.16,2022-04-24,Y
SKU008896,Sports,Fitness,Kavira,Kavira Fitness Everyday 307,97.38,174.0,2026-02-03,Y
SKU002097,Apparel,Ethnic Wear,Meraki,Meraki Ethnic Wear Essential 718,307.71,531.33,2023-10-10,N
SKU010521,Beauty,Skincare,Nimbus,Nimbus Skincare Pro 762,1166.1,1855.93,2023-09-25,Y
SKU008000,Footwear,Sandals,Kavira,Kavira Sandals Premium 112,298.96,485.93,2023-02-02,Y
SKU005018,Toys,Board Games,Kite & Key,Kite & Key Board Games Classic 251,208.2,413.55,2024-04-11,Y
SKU008739,,Storage Units,Zenko,Zenko Storage Units Everyday 369,112.01,170.7,2024-11-03,Y
SKU001450,Home & Kitchen,Dining,Copperfield,Copperfield Dining Lite 341,157.09,268.82,2025-03-22,Y
SKU006901,Electronics,Small Appliances,Steelwood,Steelwood Small Appliances Signature 760,346.86,501.56,2023-03-24,Y
SKU002611,,Soft Toys,Rivet,Rivet Soft Toys Classic 796,915.72,1798.05,2022-07-30,Y
SKU001901,Sports,Fitness,Trailhead,Trailhead Fitness Everyday 719,1248.73,3238.4,2022-02-28,Y
SKU008187,Beauty,Skincare,Northline,Northline Skincare Pro 925,656.25,1101.57,2025-02-22,Y
SKU003921,,Beverages,Orenda,Orenda Beverages Max 454,1121.41,2378.18,2023-05-02,Y
SKU002758,,Bottomwear,Trailhead,Trailhead Bottomwear Essential 611,544.47,1168.18,2022-10-27,Y
SKU006398,Books,Non Fiction,Copperfield,Copperfield Non Fiction Classic 209,328.93,785.12,2024-01-30,N
SKU010863,Grocery,Packaged Food,Monsoon Lane,Monsoon Lane Packaged Food Everyday 582,256.23,456.28,2025-11-01,Y
SKU002098,,Packaged Food,Nimbus,Nimbus Packaged Food Pro 104,261.34,394.34,2022-12-15,Y
SKU008330,Electronics,Audio,Steelwood,Steelwood Audio Premium 800,759.4,1724.54,2025-03-26,Y
SKU011847,Toys,Board Games,Northline,Northline Board Games Signature 134,142.91,228.93,2023-10-08,Y
SKU005625,,Oral Care,Zenko,Zenko Oral Care Lite 180,235.21,565.64,2022-06-21,Y
SKU009029,,Watches,Monsoon Lane,Monsoon Lane Watches Classic 821,102.04,193.99,2025-01-26,Y
SKU003472,,Learning,Kavira,Kavira Learning Essential 424,509.7,1202.92,2023-06-25,Y
SKU008267,Accessories,Eyewear,Ficus,Ficus Eyewear Signature 386,713.82,1334.35,2025-04-07,Y
SKU002172,Grocery,Packaged Food,Kavira,Kavira Packaged Food Max 435,1379.13,1973.65,2023-12-09,Y
SKU011569,,Grooming,Trailhead,Trailhead Grooming Max 873,437.08,1113.04,2022-11-07,Y
SKU011508,Home & Kitchen,Cookware,Northline,Northline Cookware Classic 559,984.43,2538.66,2025-03-15,Y
SKU008591,Books,Children,Orenda,Orenda Children Max 738,507.53,1292.36,2025-12-03,Y
SKU002011,Toys,Soft Toys,Zenko,Zenko Soft Toys Classic 640,180.93,327.97,2024-07-21,Y
SKU012277,Grocery,Snacks,Steelwood,Steelwood Snacks Premium 446,825.32,1710.64,2025-09-15,Y
SKU001284,,Dining,Saffron & Co,Saffron & Co Dining Pro 861,435.9,691.45,2022-09-19,Y
SKU012042,Apparel,Women Topwear,Copperfield,Copperfield Women Topwear Everyday 220,1131.42,2303.03,2022-02-23,Y
SKU001020,,Snacks,Ficus,Ficus Snacks Signature 667,2007.06,3668.59,2023-11-05,Y
SKU009519,Grocery,Staples,Monsoon Lane,Monsoon Lane Staples Lite 256,619.66,1464.75,2024-06-01,Y
SKU008668,Electronics,Audio,Palladio,Palladio Audio Premium 920,164.08,321.4,2023-10-19,Y
SKU002811,,Decor,Kavira,Kavira Decor Essential 940,136.54,277.33,2023-10-09,Y
SKU010816,Sports,Fitness,Verdant,Verdant Fitness Max 513,592.88,839.95,2022-12-12,Y
SKU001652,,Sandals,Nimbus,Nimbus Sandals Max 163,49.18,122.19,2023-12-23,Y
SKU012059,Apparel,Bottomwear,Monsoon Lane,Monsoon Lane Bottomwear Everyday 478,122.98,308.38,2024-06-04,Y
SKU001170,,Soft Toys,Steelwood,Steelwood Soft Toys Premium 716,254.28,550.18,2022-07-24,Y
SKU009399,Grocery,Packaged Food,Zenko,Zenko Packaged Food Premium 140,60.21,132.55,2022-02-12,Y
SKU006257,,Fitness,Kite & Key,Kite & Key Fitness Signature 254,51.41,77.95,2022-11-29,Y
SKU005470,,Haircare,Steelwood,Steelwood Haircare Max 807,161.55,320.44,2023-04-05,Y
SKU010944,,Grooming,Saffron & Co,Saffron & Co Grooming Premium 330,166.9,335.2,2022-10-16,Y
SKU000868,,Beverages,Kite & Key,Kite & Key Beverages Max 245,252.55,581.1,2024-08-10,Y
SKU005094,Beauty,Skincare,Verdant,Verdant Skincare Essential 782,262.12,608.8,2025-04-16,Y
SKU005434,Footwear,Casual Shoes,Copperfield,Copperfield Casual Shoes Pro 577,353.78,877.03,2024-08-28,Y
SKU000542,Personal Care,Bath,Steelwood,Steelwood Bath Lite 995,1221.83,3013.83,2023-06-14,Y
SKU009325,Furniture,Tables,Palladio,Palladio Tables Everyday 329,80.91,199.68,2024-02-03,Y
SKU012337,,Belts & Wallets,Kavira,Kavira Belts & Wallets Classic 484,264.0,412.87,2022-11-22,N
SKU006355,Sports,Cycling,Halcyon,Halcyon Cycling Classic 653,246.52,407.47,2022-08-08,Y
SKU011702,Home & Kitchen,Dining,Northline,Northline Dining Essential 641,613.1,836.01,2023-01-01,Y
SKU003391,Electronics,Audio,Rivet,Rivet Audio Max 569,215.49,503.96,2022-01-21,Y
SKU010079,Books,Children,Trailhead,Trailhead Children Premium 585,251.86,644.31,2023-08-26,Y
SKU012456,,Non Fiction,Nimbus,Nimbus Non Fiction Lite 295,163.44,303.91,2022-05-04,Y
SKU003960,Sports,Cricket,Halcyon,Halcyon Cricket Signature 327,881.98,1592.7,2023-01-11,Y
SKU006644,Electronics,Wearables,Rivet,Rivet Wearables Essential 833,442.12,973.14,2024-11-30,Y
SKU006842,Toys,Soft Toys,Kavira,Kavira Soft Toys Signature 709,560.0,918.49,2023-02-17,Y
SKU010382,Furniture,Storage Units,Zenko,Zenko Storage Units Pro 875,158.9,354.04,2025-06-25,Y
SKU003587,,Decor,Orenda,Orenda Decor Premium 343,135.2,333.05,2024-05-04,Y
SKU010244,,Bottomwear,Halcyon,Halcyon Bottomwear Pro 902,595.17,952.18,2025-10-18,Y
SKU002564,Accessories,Eyewear,Auralis,Auralis Eyewear Lite 988,689.27,1548.32,2025-04-22,Y
SKU005037,Home & Kitchen,Dining,Orenda,Orenda Dining Premium 354,348.53,562.76,2022-10-03,Y
SKU001081,,Board Games,Northline,Northline Board Games Lite 524,182.14,365.02,2022-03-31,Y
SKU005892,,Women Topwear,Urbanite,Urbanite Women Topwear Essential 903,1002.1,1583.74,2023-09-27,Y
SKU004967,Apparel,Bottomwear,Saffron & Co,Saffron & Co Bottomwear Lite 439,734.4,1429.98,2024-02-13,Y
SKU002024,,Grooming,Orenda,Orenda Grooming Premium 814,811.35,1818.27,2025-01-02,Y
SKU011255,Home & Kitchen,Cookware,Copperfield,Copperfield Cookware Premium 854,2855.23,7054.26,2024-03-17,Y
SKU007910,Grocery,Snacks,Orenda,Orenda Snacks Max 493,448.2,914.35,2024-05-11,Y
SKU010934,Furniture,Decor,Rivet,Rivet Decor Pro 966,2102.48,5055.49,2025-02-26,Y
SKU007322,Grocery,Snacks,Verdant,Verdant Snacks Lite 507,323.61,540.25,2024-03-16,Y
SKU000227,Home & Kitchen,Storage,Saffron & Co,Saffron & Co Storage Lite 792,2373.85,6146.66,2022-03-22,Y
SKU001014,Toys,Outdoor Play,Halcyon,Halcyon Outdoor Play Pro 979,612.98,1203.36,2025-10-27,Y
SKU001930,Beauty,Makeup,Urbanite,Urbanite Makeup Lite 260,210.52,350.9,2024-07-12,Y
SKU010503,,Non Fiction,Halcyon,Halcyon Non Fiction Pro 170,1057.84,2692.58,2022-03-11,Y
SKU005252,Home & Kitchen,Storage,Meraki,Meraki Storage Max 732,320.13,537.36,2024-06-16,Y
SKU009597,Footwear,Sandals,Steelwood,Steelwood Sandals Lite 798,786.28,1552.37,2022-03-16,Y
SKU002180,Footwear,Sports Shoes,Steelwood,Steelwood Sports Shoes Classic 230,576.68,784.36,2024-03-13,Y
SKU000698,Sports,Yoga,Zenko,Zenko Yoga Classic 399,173.41,270.61,2025-07-22,Y
SKU001125,Electronics,Audio,Copperfield,Copperfield Audio Max 188,166.73,425.4,2025-04-01,Y
SKU007379,Furniture,Storage Units,Auralis,Auralis Storage Units Premium 904,47.01,83.72,2023-05-22,Y
SKU010279,Personal Care,Health,Trailhead,Trailhead Health Pro 231,1091.94,1644.54,2022-08-31,Y
SKU005111,Toys,Board Games,Rivet,Rivet Board Games Lite 477,134.53,218.2,2023-03-26,Y
SKU007903,,Packaged Food,Ficus,Ficus Packaged Food Lite 304,45.25,95.1,2022-07-08,Y
SKU001779,,Cleaning,Steelwood,Steelwood Cleaning Lite 428,181.16,399.96,2023-06-26,Y
SKU009996,Electronics,Audio,Kavira,Kavira Audio Signature 363,1870.16,2844.61,2023-01-03,Y
SKU002635,Footwear,Sports Shoes,Steelwood,Steelwood Sports Shoes Classic 641,1075.82,1683.25,2023-04-11,Y
SKU007545,Apparel,Bottomwear,Copperfield,Copperfield Bottomwear Pro 370,149.94,206.96,2024-08-06,Y
SKU007605,,Soft Toys,Halcyon,Halcyon Soft Toys Pro 250,904.18,2102.67,2022-01-05,Y
SKU003490,,Snacks,Copperfield,Copperfield Snacks Everyday 205,458.58,620.97,2024-01-17,Y
SKU001038,,Learning,Saffron & Co,Saffron & Co Learning Premium 671,1122.25,2608.71,2024-06-06,Y
SKU010245,Footwear,Sandals,Kavira,Kavira Sandals Essential 238,486.67,1065.53,2022-11-30,Y
SKU008506,Sports,Cricket,Halcyon,Halcyon Cricket Max 717,261.71,455.94,2025-07-27,Y
SKU002650,,Cleaning,Kite & Key,Kite & Key Cleaning Pro 424,410.17,569.35,2022-12-04,Y
SKU002980,Home & Kitchen,Storage,Copperfield,Copperfield Storage Essential 787,143.83,296.44,2024-12-27,Y
SKU002548,Electronics,Mobile Accessories,Verdant,Verdant Mobile Accessories Pro 245,363.06,496.81,2025-07-15,Y
SKU005133,,Non Fiction,Kavira,Kavira Non Fiction Max 195,311.43,750.36,2022-06-18,Y
SKU002160,Furniture,Seating,Saffron & Co,Saffron & Co Seating Essential 545,1366.58,2965.21,2022-07-13,Y
SKU009115,Home & Kitchen,Dining,Rivet,Rivet Dining Pro 319,616.61,1596.49,2023-09-16,Y
SKU006446,,Cricket,Northline,Northline Cricket Pro 721,176.7,436.2,2024-05-20,Y
SKU003968,Grocery,Beverages,Orenda,Orenda Beverages Pro 268,754.78,1347.18,2025-06-02,Y
SKU001429,Grocery,Staples,Verdant,Verdant Staples Premium 247,291.72,464.58,2025-05-23,N
SKU010539,,Cleaning,Trailhead,Trailhead Cleaning Everyday 251,280.01,706.13,2023-02-18,Y
SKU002521,Toys,Soft Toys,Northline,Northline Soft Toys Premium 952,240.51,526.62,2022-09-30,Y
SKU008034,,Packaged Food,Northline,Northline Packaged Food Essential 275,497.45,1263.24,2025-12-26,N
SKU012365,Toys,Soft Toys,Saffron & Co,Saffron & Co Soft Toys Pro 937,262.08,364.55,2022-10-04,Y
SKU012379,,Staples,Bluecrest,Bluecrest Staples Premium 468,1647.47,2268.23,2024-10-06,Y
SKU000449,Apparel,Winter Wear,Kite & Key,Kite & Key Winter Wear Essential 609,202.07,379.23,2022-10-10,Y
SKU010630,Books,Children,Monsoon Lane,Monsoon Lane Children Lite 654,890.61,1289.95,2025-04-26,Y
SKU009477,Footwear,Casual Shoes,Verdant,Verdant Casual Shoes Classic 973,134.93,338.87,2023-11-03,Y
SKU005996,Sports,Fitness,Kavira,Kavira Fitness Essential 326,316.83,576.93,2024-02-11,Y
SKU010067,Apparel,Men Topwear,Kite & Key,Kite & Key Men Topwear Classic 678,262.15,516.25,2024-07-06,N
SKU003728,Beauty,Makeup,Urbanite,Urbanite Makeup Everyday 327,2127.66,2933.37,2024-03-19,N
SKU007354,Grocery,Snacks,Copperfield,Copperfield Snacks Premium 945,722.36,1514.8,2023-06-16,Y
SKU008554,Furniture,Storage Units,Kite & Key,Kite & Key Storage Units Classic 861,406.51,733.67,2025-10-23,Y
SKU006280,,Belts & Wallets,Trailhead,Trailhead Belts & Wallets Premium 497,135.59,264.61,2022-09-29,Y
SKU011324,Furniture,Seating,Nimbus,Nimbus Seating Max 654,227.49,324.57,2024-09-19,Y
SKU007296,Personal Care,Oral Care,Auralis,Auralis Oral Care Max 646,2299.1,5063.15,2022-01-16,Y
SKU009497,Electronics,Audio,Verdant,Verdant Audio Lite 849,432.24,1077.92,2023-11-27,Y
SKU006252,,Sandals,Zenko,Zenko Sandals Signature 749,81.55,147.92,2024-10-30,Y
SKU005927,Beauty,Makeup,Trailhead,Trailhead Makeup Premium 362,41.82,101.69,2022-07-28,Y
SKU002461,,Haircare,Zenko,Zenko Haircare Lite 384,948.02,2151.7,2022-03-05,Y
SKU000023,Furniture,Storage Units,Auralis,Auralis Storage Units Everyday 751,160.52,218.52,2022-06-15,Y
SKU002067,Home & Kitchen,Cookware,Copperfield,Copperfield Cookware Signature 293,181.05,260.47,2026-02-04,Y
SKU001654,Books,Fiction,Copperfield,Copperfield Fiction Everyday 748,574.98,1442.27,2023-05-05,N
SKU008895,Furniture,Storage Units,Trailhead,Trailhead Storage Units Premium 566,194.51,279.91,2024-06-05,Y
SKU008707,Accessories,Eyewear,Kavira,Kavira Eyewear Everyday 845,1152.91,2934.25,2022-03-09,Y
SKU001377,Electronics,Mobile Accessories,Ficus,Ficus Mobile Accessories Classic 535,1692.11,4354.97,2025-06-25,Y
SKU001725,Apparel,Men Topwear,Urbanite,Urbanite Men Topwear Premium 517,2068.76,2977.38,2024-04-07,Y
SKU003755,Personal Care,Bath,Zenko,Zenko Bath Signature 313,134.69,292.84,2024-03-22,Y
SKU008653,Footwear,Formal Shoes,Zenko,Zenko Formal Shoes Classic 556,75.47,104.4,2024-03-24,Y
SKU004184,Sports,Yoga,Kavira,Kavira Yoga Premium 104,236.34,504.86,2023-09-08,Y
SKU004083,Electronics,Wearables,Copperfield,Copperfield Wearables Everyday 403,448.4,889.73,2022-08-25,Y
SKU009679,Personal Care,Oral Care,Northline,Northline Oral Care Max 415,116.91,188.06,2025-04-30,Y
SKU008475,Furniture,Storage Units,Copperfield,Copperfield Storage Units Lite 561,127.73,227.34,2022-10-12,Y
SKU006580,,Ethnic Wear,Verdant,Verdant Ethnic Wear Signature 221,318.48,742.15,2023-10-10,Y
SKU004559,Toys,Board Games,Kite & Key,Kite & Key Board Games Pro 540,182.24,298.99,2022-09-12,Y
SKU003538,,Eyewear,Halcyon,Halcyon Eyewear Premium 236,175.99,296.67,2025-03-01,Y
SKU007004,Accessories,Belts & Wallets,Trailhead,Trailhead Belts & Wallets Classic 465,516.4,814.35,2022-08-12,Y
SKU009561,Books,Children,Steelwood,Steelwood Children Classic 654,503.26,825.89,2025-08-26,Y
SKU011874,Furniture,Tables,Ficus,Ficus Tables Signature 202,264.6,591.95,2022-04-12,Y
SKU010309,Sports,Yoga,Northline,Northline Yoga Essential 945,829.24,2066.9,2023-07-02,Y
SKU008790,,Cycling,Nimbus,Nimbus Cycling Classic 638,379.77,528.83,2023-07-16,Y
SKU009952,Personal Care,Oral Care,Orenda,Orenda Oral Care Max 306,102.46,202.78,2025-11-29,Y
SKU000647,Apparel,Bottomwear,Northline,Northline Bottomwear Classic 370,75.01,122.26,2022-09-24,Y
SKU006382,,Staples,Orenda,Orenda Staples Lite 831,167.69,360.26,2023-12-27,Y
SKU007528,,Dining,Ficus,Ficus Dining Everyday 822,997.84,1356.29,2023-05-03,Y
SKU012160,Footwear,Formal Shoes,Auralis,Auralis Formal Shoes Classic 884,206.09,528.0,2023-03-16,Y
SKU007166,Furniture,Decor,Meraki,Meraki Decor Classic 967,382.5,635.74,2023-03-13,Y
SKU010005,Home & Kitchen,Cleaning,Nimbus,Nimbus Cleaning Essential 711,591.74,1376.74,2022-09-23,Y
SKU007698,Grocery,Beverages,Palladio,Palladio Beverages Essential 787,201.33,339.68,2024-04-19,Y
SKU011790,Apparel,Women Topwear,Trailhead,Trailhead Women Topwear Everyday 846,289.34,554.19,2025-12-13,Y
SKU004876,Apparel,Ethnic Wear,Trailhead,Trailhead Ethnic Wear Everyday 932,146.31,375.43,2026-01-16,Y
SKU010767,,Small Appliances,Urbanite,Urbanite Small Appliances Essential 563,638.75,1322.13,2023-02-06,Y
SKU005342,Beauty,Fragrance,Orenda,Orenda Fragrance Everyday 373,996.47,1552.19,2025-03-18,Y
SKU010694,,Decor,Monsoon Lane,Monsoon Lane Decor Premium 476,243.26,562.44,2024-07-10,Y
SKU007032,,Non Fiction,Urbanite,Urbanite Non Fiction Everyday 871,179.08,325.24,2022-05-08,Y
SKU002161,Personal Care,Bath,Saffron & Co,Saffron & Co Bath Essential 437,4091.97,8582.4,2023-12-14,Y
SKU000686,,Oral Care,Kite & Key,Kite & Key Oral Care Premium 304,207.09,475.13,2024-02-21,Y
SKU002462,,Cleaning,Halcyon,Halcyon Cleaning Signature 455,167.69,301.14,2022-09-19,N
SKU007129,Electronics,Wearables,Urbanite,Urbanite Wearables Premium 661,407.99,986.13,2022-10-28,Y
SKU006268,,Learning,Copperfield,Copperfield Learning Premium 389,241.03,348.05,2023-04-08,Y
SKU004942,Apparel,Women Topwear,Meraki,Meraki Women Topwear Signature 696,223.09,525.09,2025-10-03,Y
SKU005947,Books,Academic,Ficus,Ficus Academic Lite 715,315.15,446.28,2026-01-18,Y
SKU004584,,Beverages,Kite & Key,Kite & Key Beverages Everyday 493,247.58,610.95,2025-04-24,Y
SKU005785,,Small Appliances,Palladio,Palladio Small Appliances Everyday 756,691.88,1420.55,2024-04-25,Y
SKU007570,Books,Children,Verdant,Verdant Children Premium 425,1147.25,2883.16,2023-03-15,Y
SKU010676,Books,Non Fiction,Nimbus,Nimbus Non Fiction Classic 483,232.71,369.02,2024-12-16,N
SKU000522,Toys,Learning,Halcyon,Halcyon Learning Lite 805,235.64,598.91,2023-03-10,Y
SKU008715,Home & Kitchen,Cleaning,Urbanite,Urbanite Cleaning Everyday 875,2451.12,4752.09,2023-05-29,Y
SKU011189,Furniture,Decor,Meraki,Meraki Decor Premium 478,255.35,394.25,2025-04-26,Y
SKU003984,Home & Kitchen,Cleaning,Halcyon,Halcyon Cleaning Everyday 980,230.54,510.88,2023-10-08,Y
SKU012450,,Eyewear,Northline,Northline Eyewear Max 501,448.42,679.72,2022-05-25,Y
SKU010841,Accessories,Eyewear,Saffron & Co,Saffron & Co Eyewear Everyday 307,666.47,1270.79,2025-08-28,Y
SKU000781,,Skincare,Verdant,Verdant Skincare Everyday 358,268.28,687.24,2024-06-01,Y
SKU010296,Grocery,Snacks,Copperfield,Copperfield Snacks Essential 100,295.9,481.85,2022-06-15,Y
SKU005608,Beauty,Skincare,Verdant,Verdant Skincare Signature 903,293.69,716.87,2026-01-26,Y
SKU005979,,Seating,Saffron & Co,Saffron & Co Seating Signature 806,426.1,625.02,2025-04-18,Y
SKU008844,Personal Care,Oral Care,Ficus,Ficus Oral Care Lite 478,418.33,727.57,2025-10-01,Y
SKU003748,Grocery,Snacks,Urbanite,Urbanite Snacks Premium 778,464.43,1067.41,2024-06-28,Y
SKU002197,Beauty,Haircare,Kavira,Kavira Haircare Signature 778,382.97,572.94,2023-11-12,Y
SKU008562,Electronics,Audio,Rivet,Rivet Audio Essential 985,170.96,233.77,2022-11-15,N
SKU012395,Footwear,Formal Shoes,Urbanite,Urbanite Formal Shoes Premium 229,1168.15,2176.1,2022-03-14,Y
SKU004286,Sports,Fitness,Northline,Northline Fitness Classic 650,444.97,972.81,2025-07-17,N
SKU008570,Personal Care,Oral Care,Urbanite,Urbanite Oral Care Lite 697,333.17,681.09,2024-10-01,Y
SKU009833,Home & Kitchen,Storage,Orenda,Orenda Storage Max 354,206.94,440.34,2024-08-19,Y
SKU009806,Apparel,Men Topwear,Orenda,Orenda Men Topwear Essential 879,296.86,631.94,2024-09-24,Y
SKU006980,Beauty,Makeup,Copperfield,Copperfield Makeup Classic 535,228.57,385.36,2025-07-11,Y
SKU001828,Grocery,Staples,Nimbus,Nimbus Staples Classic 859,244.87,585.93,2023-04-04,Y
SKU009155,,Learning,Kite & Key,Kite & Key Learning Essential 220,483.16,1045.83,2022-02-21,Y
SKU012132,Toys,Outdoor Play,Steelwood,Steelwood Outdoor Play Premium 545,554.89,1414.06,2022-01-01,Y
SKU002377,Furniture,Storage Units,Orenda,Orenda Storage Units Everyday 781,468.96,1099.56,2024-02-09,Y
SKU008552,Toys,Soft Toys,Trailhead,Trailhead Soft Toys Classic 505,243.14,604.4,2025-11-22,Y
SKU003840,,Health,Kite & Key,Kite & Key Health Lite 707,187.14,334.27,2022-06-02,N
SKU001247,Grocery,Staples,Halcyon,Halcyon Staples Premium 984,395.32,674.55,2025-10-01,Y
SKU007505,,Dining,Nimbus,Nimbus Dining Lite 308,867.7,1809.45,2025-10-25,Y
SKU006512,Footwear,Casual Shoes,Northline,Northline Casual Shoes Premium 860,650.04,954.78,2023-07-21,Y
SKU011467,Sports,Cricket,Trailhead,Trailhead Cricket Premium 465,348.57,900.15,2023-10-11,Y
SKU005440,,Cricket,Monsoon Lane,Monsoon Lane Cricket Signature 552,449.65,868.76,2024-04-27,Y
SKU011583,Grocery,Staples,Monsoon Lane,Monsoon Lane Staples Classic 179,278.23,540.27,2025-04-20,Y
SKU008965,Toys,Board Games,Saffron & Co,Saffron & Co Board Games Essential 248,848.75,2020.89,2025-05-08,Y
SKU012187,Toys,Learning,Auralis,Auralis Learning Max 803,719.12,1169.87,2022-04-08,N
SKU005511,,Dining,Palladio,Palladio Dining Lite 243,288.18,611.62,2022-04-01,Y
SKU005331,Footwear,Sandals,Copperfield,Copperfield Sandals Max 316,160.75,317.64,2022-09-23,Y
SKU004532,Toys,Learning,Saffron & Co,Saffron & Co Learning Lite 111,1287.77,3091.04,2024-01-17,Y
SKU009867,Accessories,Belts & Wallets,Zenko,Zenko Belts & Wallets Signature 369,110.57,242.54,2023-09-02,Y
SKU000366,Personal Care,Bath,Kavira,Kavira Bath Essential 778,638.96,1112.71,2024-01-04,Y
SKU010506,,Haircare,Ficus,Ficus Haircare Premium 834,104.95,235.54,2022-09-10,Y
SKU000148,Accessories,Watches,Northline,Northline Watches Everyday 236,156.31,307.03,2023-12-18,Y
SKU001669,Grocery,Snacks,Nimbus,Nimbus Snacks Premium 392,58.81,109.48,2025-08-24,Y
SKU011083,,Soft Toys,Ficus,Ficus Soft Toys Classic 371,93.35,174.63,2025-08-25,Y
SKU007651,,Storage Units,Urbanite,Urbanite Storage Units Essential 994,847.05,1522.8,2025-02-13,Y
SKU008600,Sports,Yoga,Kavira,Kavira Yoga Lite 945,320.5,625.52,2023-11-07,Y
SKU007789,Footwear,Sports Shoes,Auralis,Auralis Sports Shoes Max 718,418.47,607.94,2025-04-30,Y
SKU003457,Electronics,Mobile Accessories,Nimbus,Nimbus Mobile Accessories Everyday 463,926.66,1368.74,2022-04-26,Y
SKU003272,Accessories,Watches,Monsoon Lane,Monsoon Lane Watches Pro 476,365.1,505.49,2022-08-04,Y
SKU004941,Toys,Soft Toys,Copperfield,Copperfield Soft Toys Everyday 510,205.67,372.25,2022-11-21,Y
SKU009224,Sports,Cricket,Bluecrest,Bluecrest Cricket Premium 609,90.23,122.04,2025-05-06,Y
SKU006231,Books,Fiction,Saffron & Co,Saffron & Co Fiction Lite 426,518.41,1046.52,2025-10-01,Y
SKU011425,Beauty,Makeup,Saffron & Co,Saffron & Co Makeup Pro 987,695.08,1025.33,2024-06-26,Y
SKU011436,Accessories,Bags,Urbanite,Urbanite Bags Signature 441,217.97,404.48,2025-02-17,Y
SKU009048,,Board Games,Nimbus,Nimbus Board Games Max 780,229.54,374.94,2024-07-09,Y
SKU003927,,Decor,Halcyon,Halcyon Decor Everyday 346,187.85,370.9,2022-03-18,Y
SKU010708,Apparel,Ethnic Wear,Orenda,Orenda Ethnic Wear Pro 582,164.57,255.7,2022-09-20,Y
SKU008081,Grocery,Packaged Food,Rivet,Rivet Packaged Food Max 726,128.16,247.8,2022-03-31,Y
SKU000079,Grocery,Staples,Urbanite,Urbanite Staples Premium 648,117.17,247.57,2025-08-27,Y
SKU007089,,Mobile Accessories,Urbanite,Urbanite Mobile Accessories Signature 210,636.79,1611.38,2025-06-30,Y
SKU002248,Beauty,Skincare,Orenda,Orenda Skincare Everyday 936,742.94,1257.9,2022-02-11,Y
SKU010337,,Bottomwear,Bluecrest,Bluecrest Bottomwear Essential 556,452.45,1026.95,2024-11-01,Y
SKU012473,Grocery,Beverages,Monsoon Lane,Monsoon Lane Beverages Pro 763,576.0,789.09,2024-03-23,Y
SKU010377,Sports,Cycling,Copperfield,Copperfield Cycling Signature 656,667.71,1324.65,2023-12-26,Y
SKU007452,,Makeup,Northline,Northline Makeup Classic 433,866.86,1212.76,2025-02-10,Y
SKU008981,,Staples,Urbanite,Urbanite Staples Max 599,555.83,1198.45,2023-12-31,Y
SKU002280,Furniture,Tables,Kavira,Kavira Tables Classic 581,101.28,172.25,2022-11-29,Y
SKU008124,,Eyewear,Northline,Northline Eyewear Everyday 602,304.58,672.67,2025-03-04,Y
SKU003898,,Cookware,Copperfield,Copperfield Cookware Pro 655,664.1,1697.46,2025-06-02,N
SKU010096,,Small Appliances,Northline,Northline Small Appliances Lite 319,1257.6,1932.3,2024-02-12,Y
